  9809     SPring-8 14b2 
 Cu-K_Cu-foil_S  14.06.25 17:41 - 14.06.25 17:45
 Cu-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 26.09900 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4577
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       26.00000  21.10000    -0.001070       0.05      4577
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   134.300   117.200
  22.82210  22.81884     0.050      3891      6536
  22.82103  22.81764     0.050      3888      6535
  22.81996  22.81645     0.050      3891      6536
  22.81889  22.81528     0.050      3891      6540
  22.81782  22.81417     0.050      3888      6538
  22.81675  22.81313     0.050      3889      6541
  22.81568  22.81216     0.050      3888      6545
  22.81461  22.81124     0.050      3889      6542
  22.81354  22.81028     0.050      3891      6546
  22.81247  22.80923     0.050      3891      6552
  22.81140  22.80805     0.050      3894      6554
  22.81033  22.80685     0.050      3887      6549
  22.80926  22.80566     0.050      3891      6555
  22.80819  22.80452     0.050      3888      6561
  22.80712  22.80345     0.050      3888      6556
  22.80605  22.80247     0.050      3883      6561
  22.80498  22.80155     0.050      3893      6566
  22.80391  22.80060     0.050      3887      6565
  22.80284  22.79959     0.050      3888      6566
  22.80177  22.79845     0.050      3889      6569
  22.80070  22.79725     0.050      3887      6570
  22.79963  22.79607     0.050      3888      6569
  22.79856  22.79491     0.050      3890      6577
  22.79749  22.79383     0.050      3890      6577
  22.79642  22.79281     0.050      3890      6582
  22.79535  22.79188     0.050      3892      6586
  22.79428  22.79094     0.050      3888      6588
  22.79321  22.78996     0.050      3886      6581
  22.79214  22.78886     0.050      3890      6589
  22.79107  22.78766     0.050      3890      6593
  22.79000  22.78647     0.050      3891      6597
  22.78893  22.78529     0.050      3887      6590
  22.78786  22.78418     0.050      3889      6594
  22.78679  22.78313     0.050      3888      6600
  22.78572  22.78217     0.050      3892      6600
  22.78465  22.78125     0.050      3889      6603
  22.78358  22.78029     0.050      3887      6604
  22.78251  22.77923     0.050      3888      6605
  22.78144  22.77805     0.050      3888      6608
  22.78037  22.77684     0.050      3891      6609
  22.77930  22.77565     0.050      3887      6607
  22.77823  22.77452     0.050      3886      6614
  22.77716  22.77345     0.050      3891      6617
  22.77609  22.77247     0.050      3890      6618
  22.77502  22.77155     0.050      3886      6615
  22.77395  22.77060     0.050      3888      6621
  22.77288  22.76959     0.050      3891      6627
  22.77181  22.76844     0.050      3888      6622
  22.77074  22.76725     0.050      3892      6628
  22.76967  22.76606     0.050      3891      6630
  22.76860  22.76490     0.050      3886      6629
  22.76753  22.76382     0.050      3883      6630
  22.76646  22.76280     0.050      3888      6636
  22.76539  22.76186     0.050      3890      6639
  22.76432  22.76092     0.050      3887      6636
  22.76325  22.75994     0.050      3890      6645
  22.76218  22.75883     0.050      3891      6650
  22.76111  22.75764     0.050      3887      6641
  22.76004  22.75645     0.050      3885      6647
  22.75897  22.75527     0.050      3892      6650
  22.75790  22.75416     0.050      3886      6653
  22.75683  22.75312     0.050      3887      6649
  22.75576  22.75216     0.050      3890      6656
  22.75469  22.75123     0.050      3888      6655
  22.75362  22.75027     0.050      3885      6653
  22.75255  22.74921     0.050      3886      6658
  22.75148  22.74803     0.050      3888      6661
  22.75041  22.74683     0.050      3886      6659
  22.74934  22.74565     0.050      3887      6662
  22.74827  22.74452     0.050      3887      6669
  22.74720  22.74346     0.050      3889      6673
  22.74613  22.74248     0.050      3886      6669
  22.74506  22.74156     0.050      3887      6677
  22.74399  22.74062     0.050      3889      6675
  22.74292  22.73961     0.050      3885      6673
  22.74185  22.73846     0.050      3885      6675
  22.74078  22.73726     0.050      3886      6683
  22.73971  22.73608     0.050      3882      6682
  22.73864  22.73492     0.050      3884      6680
  22.73757  22.73384     0.050      3886      6685
  22.73650  22.73282     0.050      3886      6689
  22.73543  22.73188     0.050      3883      6683
  22.73436  22.73095     0.050      3886      6692
  22.73329  22.72997     0.050      3885      6691
  22.73222  22.72886     0.050      3883      6694
  22.73115  22.72767     0.050      3885      6693
  22.73008  22.72649     0.050      3886      6696
  22.72901  22.72531     0.050      3882      6695
  22.72794  22.72420     0.050      3880      6693
  22.72687  22.72314     0.050      3882      6698
  22.72580  22.72218     0.050      3884      6704
  22.72473  22.72125     0.050      3882      6705
  22.72366  22.72029     0.050      3884      6708
  22.72259  22.71924     0.050      3886      6713
  22.72152  22.71806     0.050      3879      6708
  22.72045  22.71687     0.050      3882      6709
  22.71938  22.71568     0.050      3885      6715
  22.71831  22.71455     0.050      3880      6716
  22.71724  22.71349     0.050      3883      6717
  22.71617  22.71250     0.050      3882      6719
  22.71510  22.71159     0.050      3881      6723
  22.71403  22.71065     0.050      3882      6721
  22.71296  22.70964     0.050      3882      6724
  22.71189  22.70850     0.050      3883      6732
  22.71082  22.70730     0.050      3881      6728
  22.70975  22.70611     0.050      3879      6728
  22.70868  22.70495     0.050      3883      6733
  22.70761  22.70387     0.050      3879      6737
  22.70654  22.70284     0.050      3881      6736
  22.70547  22.70190     0.050      3883      6742
  22.70440  22.70097     0.050      3880      6742
  22.70333  22.69999     0.050      3879      6747
  22.70226  22.69889     0.050      3884      6748
  22.70119  22.69770     0.050      3881      6751
  22.70012  22.69651     0.050      3879      6746
  22.69905  22.69533     0.050      3881      6751
  22.69798  22.69421     0.050      3879      6756
  22.69691  22.69316     0.050      3880      6755
  22.69584  22.69220     0.050      3878      6753
  22.69477  22.69128     0.050      3880      6763
  22.69370  22.69032     0.050      3880      6764
  22.69263  22.68928     0.050      3877      6762
  22.69156  22.68811     0.050      3878      6759
  22.69049  22.68691     0.050      3881      6769
  22.68942  22.68573     0.050      3877      6766
  22.68835  22.68459     0.050      3877      6767
  22.68728  22.68353     0.050      3880      6774
  22.68621  22.68254     0.050      3878      6775
  22.68514  22.68162     0.050      3877      6775
  22.68407  22.68068     0.050      3878      6781
  22.68300  22.67967     0.050      3880      6779
  22.68193  22.67853     0.050      3878      6782
  22.68086  22.67732     0.050      3880      6785
  22.67979  22.67614     0.050      3880      6789
  22.67872  22.67498     0.050      3877      6788
  22.67765  22.67389     0.050      3876      6792
  22.67658  22.67286     0.050      3879      6794
  22.67551  22.67192     0.050      3878      6791
  22.67444  22.67099     0.050      3879      6796
  22.67337  22.67001     0.050      3879      6803
  22.67230  22.66892     0.050      3879      6803
  22.67123  22.66772     0.050      3878      6803
  22.67016  22.66652     0.050      3878      6805
  22.66909  22.66534     0.050      3876      6808
  22.66802  22.66423     0.050      3876      6807
  22.66695  22.66318     0.050      3880      6810
  22.66588  22.66222     0.050      3879      6815
  22.66481  22.66130     0.050      3876      6816
  22.66374  22.66035     0.050      3875      6814
  22.66267  22.65931     0.050      3876      6820
  22.66160  22.65813     0.050      3881      6824
  22.66053  22.65694     0.050      3873      6824
  22.65946  22.65576     0.050      3875      6823
  22.65839  22.65462     0.050      3880      6829
  22.65732  22.65356     0.050      3876      6827
  22.65625  22.65256     0.050      3875      6832
  22.65518  22.65164     0.050      3877      6834
  22.65411  22.65070     0.050      3874      6832
  22.65304  22.64969     0.050      3875      6837
  22.65197  22.64855     0.050      3876      6837
  22.65090  22.64736     0.050      3876      6840
  22.64983  22.64617     0.050      3874      6843
  22.64876  22.64501     0.050      3873      6841
  22.64769  22.64392     0.050      3876      6848
  22.64662  22.64289     0.050      3874      6848
  22.64555  22.64194     0.050      3875      6853
  22.64448  22.64101     0.050      3875      6857
  22.64341  22.64004     0.050      3875      6852
  22.64234  22.63894     0.050      3874      6855
  22.64127  22.63775     0.050      3872      6856
  22.64020  22.63656     0.050      3873      6861
  22.63913  22.63538     0.050      3875      6862
  22.63806  22.63427     0.050      3870      6861
  22.63699  22.63322     0.050      3876      6866
  22.63592  22.63226     0.050      3868      6865
  22.63485  22.63134     0.050      3872      6866
  22.63378  22.63039     0.050      3869      6867
  22.63271  22.62936     0.050      3872      6872
  22.63164  22.62818     0.050      3870      6872
  22.63057  22.62699     0.050      3868      6874
  22.62950  22.62581     0.050      3874      6880
  22.62843  22.62467     0.050      3870      6879
  22.62736  22.62360     0.050      3870      6881
  22.62629  22.62260     0.050      3874      6882
  22.62522  22.62167     0.050      3872      6885
  22.62415  22.62073     0.050      3873      6884
  22.62308  22.61973     0.050      3869      6890
  22.62201  22.61860     0.050      3869      6892
  22.62094  22.61740     0.050      3870      6891
  22.61987  22.61622     0.050      3871      6901
  22.61880  22.61505     0.050      3871      6897
  22.61773  22.61396     0.050      3871      6898
  22.61666  22.61293     0.050      3869      6899
  22.61559  22.61198     0.050      3871      6904
  22.61452  22.61105     0.050      3872      6909
  22.61345  22.61007     0.050      3868      6905
  22.61238  22.60899     0.050      3868      6906
  22.61131  22.60780     0.050      3870      6909
  22.61024  22.60661     0.050      3868      6913
  22.60917  22.60544     0.050      3871      6914
  22.60810  22.60433     0.050      3872      6917
  22.60703  22.60327     0.050      3868      6919
  22.60596  22.60231     0.050      3868      6920
  22.60489  22.60139     0.050      3870      6924
  22.60382  22.60044     0.050      3869      6925
  22.60275  22.59941     0.050      3870      6923
  22.60168  22.59825     0.050      3869      6925
  22.60061  22.59705     0.050      3869      6932
  22.59954  22.59587     0.050      3866      6931
  22.59847  22.59472     0.050      3868      6932
  22.59740  22.59365     0.050      3865      6936
  22.59633  22.59264     0.050      3867      6930
  22.59526  22.59171     0.050      3869      6938
  22.59419  22.59078     0.050      3867      6941
  22.59312  22.58978     0.050      3865      6941
  22.59205  22.58865     0.050      3865      6933
  22.59098  22.58745     0.050      3868      6949
  22.58991  22.58626     0.050      3868      6947
  22.58884  22.58509     0.050      3864      6946
  22.58777  22.58400     0.050      3865      6950
  22.58670  22.58296     0.050      3865      6953
  22.58563  22.58201     0.050      3865      6952
  22.58456  22.58108     0.050      3865      6954
  22.58349  22.58012     0.050      3866      6959
  22.58242  22.57904     0.050      3866      6960
  22.58135  22.57786     0.050      3862      6958
  22.58028  22.57667     0.050      3861      6961
  22.57921  22.57550     0.050      3865      6964
  22.57814  22.57438     0.050      3859      6961
  22.57707  22.57332     0.050      3863      6964
  22.57600  22.57236     0.050      3863      6971
