  9809     SPring-8 14b2 
 Pb-L21_Pb3O4_S  21.02.10 01:11 - 21.02.10 01:17
 Pb3O4                                                                           
 Ring :   8.0 GeV    99.6 mA -   99.5 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle=  7.72956 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6730
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1        7.64000   6.53000    -0.000170       0.05      6730
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   211.100   256.500   176.500
   6.67304   6.71633     0.050     11103     12680     18952
   6.67287   6.71617     0.050     11092     12670     18935
   6.67270   6.71600     0.050     11083     12660     18925
   6.67253   6.71583     0.050     11098     12680     18957
   6.67236   6.71567     0.050     11097     12680     18957
   6.67219   6.71551     0.050     11083     12664     18935
   6.67202   6.71535     0.050     11096     12682     18965
   6.67185   6.71518     0.050     11092     12680     18961
   6.67168   6.71501     0.050     11076     12664     18942
   6.67151   6.71485     0.050     11078     12667     18952
   6.67134   6.71468     0.050     11083     12674     18975
   6.67117   6.71452     0.050     11078     12668     18958
   6.67100   6.71436     0.050     11074     12669     18960
   6.67083   6.71420     0.050     11089     12685     18993
   6.67066   6.71405     0.050     11079     12672     18973
   6.67049   6.71391     0.050     11066     12664     18962
   6.67032   6.71377     0.050     11080     12679     18983
   6.67015   6.71364     0.050     11080     12682     18988
   6.66998   6.71350     0.050     11069     12673     18983
   6.66981   6.71337     0.050     11081     12688     19007
   6.66964   6.71324     0.050     11075     12686     19005
   6.66947   6.71310     0.050     11068     12677     18988
   6.66930   6.71296     0.050     11059     12668     18989
   6.66913   6.71282     0.050     11076     12687     19008
   6.66896   6.71268     0.050     11074     12687     19018
   6.66879   6.71253     0.050     11057     12669     18993
   6.66862   6.71239     0.050     11060     12679     19013
   6.66845   6.71224     0.050     11077     12698     19041
   6.66828   6.71210     0.050     11049     12667     19002
   6.66811   6.71195     0.050     11064     12685     19030
   6.66794   6.71181     0.050     11069     12693     19045
   6.66777   6.71166     0.050     11054     12678     19018
   6.66760   6.71152     0.050     11046     12672     19013
   6.66743   6.71137     0.050     11064     12692     19045
   6.66726   6.71122     0.050     11058     12690     19053
   6.66709   6.71106     0.050     11046     12678     19025
   6.66692   6.71090     0.050     11054     12685     19041
   6.66675   6.71073     0.050     11056     12689     19049
   6.66658   6.71055     0.050     11050     12683     19044
   6.66641   6.71037     0.050     11040     12677     19040
   6.66624   6.71018     0.050     11053     12693     19059
   6.66607   6.70999     0.050     11059     12696     19071
   6.66590   6.70979     0.050     11036     12679     19051
   6.66573   6.70960     0.050     11047     12686     19059
   6.66556   6.70941     0.050     11057     12700     19087
   6.66539   6.70922     0.050     11029     12670     19043
   6.66522   6.70904     0.050     11041     12685     19072
   6.66505   6.70887     0.050     11055     12700     19090
   6.66488   6.70869     0.050     11039     12686     19074
   6.66471   6.70851     0.050     11040     12689     19080
   6.66454   6.70834     0.050     11048     12704     19099
   6.66437   6.70815     0.050     11037     12687     19087
   6.66420   6.70797     0.050     11030     12684     19077
   6.66403   6.70779     0.050     11033     12691     19085
   6.66386   6.70760     0.050     11037     12694     19096
   6.66369   6.70740     0.050     11038     12695     19106
   6.66352   6.70721     0.050     11026     12686     19090
   6.66335   6.70703     0.050     11037     12699     19114
   6.66318   6.70684     0.050     11030     12691     19104
   6.66301   6.70666     0.050     11029     12692     19108
   6.66284   6.70650     0.050     11038     12704     19127
   6.66267   6.70633     0.050     11036     12702     19143
   6.66250   6.70616     0.050     11018     12683     19109
   6.66233   6.70600     0.050     11027     12700     19134
   6.66216   6.70583     0.050     11033     12705     19139
   6.66199   6.70566     0.050     11016     12690     19121
   6.66182   6.70550     0.050     11015     12691     19125
   6.66165   6.70534     0.050     11035     12712     19157
   6.66148   6.70517     0.050     11012     12689     19137
   6.66131   6.70501     0.050     11010     12689     19122
   6.66114   6.70484     0.050     11023     12703     19154
   6.66097   6.70468     0.050     11015     12698     19139
   6.66080   6.70451     0.050     11010     12695     19138
   6.66063   6.70435     0.050     11018     12707     19163
   6.66046   6.70420     0.050     11020     12704     19169
   6.66029   6.70405     0.050     11007     12698     19156
   6.66012   6.70390     0.050     11006     12697     19153
   6.65995   6.70376     0.050     11016     12708     19181
   6.65978   6.70362     0.050     11010     12704     19169
   6.65961   6.70349     0.050     11002     12696     19162
   6.65944   6.70336     0.050     11001     12696     19164
   6.65927   6.70322     0.050     11024     12723     19203
   6.65910   6.70309     0.050     10997     12698     19171
   6.65893   6.70295     0.050     10993     12692     19173
   6.65876   6.70281     0.050     11014     12717     19210
   6.65859   6.70267     0.050     10997     12702     19187
   6.65842   6.70253     0.050     10997     12702     19189
   6.65825   6.70238     0.050     11007     12716     19210
   6.65808   6.70223     0.050     11003     12713     19210
   6.65791   6.70209     0.050     10989     12703     19196
   6.65774   6.70194     0.050     11002     12715     19218
   6.65757   6.70179     0.050     10993     12707     19209
   6.65740   6.70165     0.050     10991     12707     19212
   6.65723   6.70150     0.050     10993     12710     19212
   6.65706   6.70136     0.050     10989     12710     19212
   6.65689   6.70120     0.050     11002     12723     19245
   6.65672   6.70105     0.050     10980     12702     19206
   6.65655   6.70088     0.050     10999     12724     19248
   6.65638   6.70070     0.050     10996     12722     19253
   6.65621   6.70053     0.050     10976     12703     19206
   6.65604   6.70034     0.050     10986     12714     19247
   6.65587   6.70015     0.050     10998     12729     19251
   6.65570   6.69995     0.050     10981     12712     19233
   6.65553   6.69976     0.050     10975     12708     19236
   6.65536   6.69956     0.050     10993     12727     19267
   6.65519   6.69937     0.050     10974     12706     19247
   6.65502   6.69918     0.050     10974     12710     19252
   6.65485   6.69901     0.050     10984     12720     19272
   6.65468   6.69884     0.050     10983     12722     19268
   6.65451   6.69866     0.050     10970     12707     19254
   6.65434   6.69848     0.050     10967     12711     19252
   6.65417   6.69830     0.050     10971     12717     19275
   6.65400   6.69812     0.050     10967     12708     19259
   6.65383   6.69793     0.050     10962     12706     19253
   6.65366   6.69775     0.050     10976     12723     19292
   6.65349   6.69756     0.050     10977     12729     19298
   6.65332   6.69736     0.050     10954     12701     19261
   6.65315   6.69718     0.050     10966     12719     19291
   6.65298   6.69699     0.050     10971     12726     19312
   6.65281   6.69681     0.050     10955     12710     19272
   6.65264   6.69664     0.050     10949     12701     19274
   6.65247   6.69647     0.050     10978     12737     19328
   6.65230   6.69630     0.050     10961     12719     19305
   6.65213   6.69613     0.050     10953     12711     19292
   6.65196   6.69597     0.050     10966     12726     19309
   6.65179   6.69580     0.050     10954     12719     19305
   6.65162   6.69564     0.050     10951     12715     19304
   6.65145   6.69548     0.050     10954     12722     19309
   6.65128   6.69531     0.050     10959     12728     19332
   6.65111   6.69515     0.050     10945     12713     19305
   6.65094   6.69498     0.050     10950     12720     19327
   6.65077   6.69481     0.050     10954     12727     19332
   6.65060   6.69465     0.050     10950     12725     19333
   6.65043   6.69448     0.050     10942     12717     19325
   6.65026   6.69433     0.050     10955     12731     19355
   6.65009   6.69417     0.050     10955     12739     19348
   6.64992   6.69402     0.050     10937     12715     19325
   6.64975   6.69388     0.050     10939     12723     19341
   6.64958   6.69374     0.050     10953     12737     19363
   6.64941   6.69360     0.050     10934     12719     19348
   6.64924   6.69347     0.050     10933     12718     19342
   6.64907   6.69334     0.050     10944     12731     19363
   6.64890   6.69320     0.050     10932     12722     19345
   6.64873   6.69307     0.050     10924     12715     19344
   6.64856   6.69293     0.050     10938     12731     19363
   6.64839   6.69279     0.050     10945     12738     19380
   6.64822   6.69264     0.050     10931     12724     19368
   6.64805   6.69250     0.050     10930     12725     19370
   6.64788   6.69235     0.050     10939     12738     19388
   6.64771   6.69220     0.050     10929     12728     19378
   6.64754   6.69206     0.050     10918     12720     19365
   6.64737   6.69192     0.050     10927     12730     19389
   6.64720   6.69177     0.050     10935     12739     19393
   6.64703   6.69163     0.050     10903     12707     19353
   6.64686   6.69148     0.050     10920     12726     19385
   6.64669   6.69134     0.050     10934     12740     19409
   6.64652   6.69118     0.050     10917     12728     19399
   6.64635   6.69102     0.050     10913     12724     19395
   6.64618   6.69086     0.050     10925     12739     19413
   6.64601   6.69068     0.050     10913     12726     19399
   6.64584   6.69051     0.050     10917     12733     19405
   6.64567   6.69032     0.050     10914     12732     19407
   6.64550   6.69013     0.050     10919     12741     19427
   6.64533   6.68994     0.050     10911     12732     19411
   6.64516   6.68974     0.050     10912     12732     19424
   6.64499   6.68955     0.050     10910     12732     19424
   6.64482   6.68936     0.050     10906     12731     19426
   6.64465   6.68918     0.050     10900     12726     19413
